Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /workspace/bee-inkspired/templates with glob **/*.
Watching dir /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/templates with glob **/*.
Watching dir /workspace/bee-inkspired/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary_storage/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/locale with glob **/*.mo.
Watching dir /workspace/bee-inkspired/home/locale with glob **/*.mo.
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/signals.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/functions/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/urls/utils.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/conf/locale/__init__.py first seen with mtime 1702056910.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/wsgiref/util.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/text.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_opcode.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056459.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/fractions.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/password_validation.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/fields.py first seen with mtime 1702056971.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/zlib.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056471.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/__init__.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/sql/datastructures.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/urls.py first seen with mtime 1702831659.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/expressions.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/hashable.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/email/policy.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/importlib/_common.py first seen with mtime 1702056483.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_asyncio.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056464.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/apps.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/operator.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/template/engine.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/hmac.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/cache/backends/base.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/checks/security/sessions.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/fields/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/datetime_safe.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/unittest/result.py first seen with mtime 1702056485.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/base/introspection.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/parsers/expat.py first seen with mtime 1702056485.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/checks/security/base.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/views.py first seen with mtime 1702911916.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/management/color.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/management/commands/runserver.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/cache/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/search_folders.py first seen with mtime 1702056957.0
File /workspace/bee-inkspired/beeinkspired/settings.py first seen with mtime 1702926531.7463694
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/templatetags/admin_list.py first seen with mtime 1702056910.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/_collections_abc.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/sql/where.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/response.py first seen with mtime 1702056971.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/copyreg.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/util/timeout.py first seen with mtime 1702056971.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/html.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/email/__init__.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/formats.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/socketserver.py first seen with mtime 1702056482.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/token.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/signals.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_socket.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056471.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/servers/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/middleware/csrf.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/checks/database.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/cffi/lock.py first seen with mtime 1702056527.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/safestring.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/xml/etree/ElementTree.py first seen with mtime 1702056485.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/concurrent/__init__.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/psycopg2/_json.py first seen with mtime 1702056937.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/base/client.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/PIL/__init__.py first seen with mtime 1702495105.0
File /workspace/.pip-modules/lib/python3.9/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1702056910.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/dis.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/exceptions.py first seen with mtime 1702056971.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/email/header.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/_compat_pickle.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/urls/base.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/cgi.py first seen with mtime 1702056482.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/traceback.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/checks/security/csrf.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/cache/adapter/cache_adapter.py first seen with mtime 1702056957.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_struct.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056463.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/dateparse.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/encodings/utf_8.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/collections/abc.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/http/cookie.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/files/images.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/forms.py first seen with mtime 1702056957.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/logging/config.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/select.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056462.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_elementtree.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056474.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/management/base.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/template/loader_tags.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/email/contentmanager.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/timesince.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/forms/boundfield.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/asyncio/staggered.py first seen with mtime 1702056483.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/middleware/cache.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/pyexpat.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056478.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/asyncio.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/getpass.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/template/loader.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/html/entities.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/asyncio/format_helpers.py first seen with mtime 1702056483.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/views/generic/base.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/serializers/base.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/encodings/latin_1.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/log.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/base/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/utils.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/abc.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/sqlparse/__init__.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/apps.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/forms/formsets.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/psycopg2/_range.py first seen with mtime 1702056937.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/random.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/PIL/Image.py first seen with mtime 1702495105.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/shortcuts.py first seen with mtime 1702056910.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/email/errors.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/asgiref/sync.py first seen with mtime 1702056910.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/asyncio/base_events.py first seen with mtime 1702056483.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/cache/adapter/__init__.py first seen with mtime 1702056957.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/forms.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/fcntl.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056461.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/json/__init__.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/weakref.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/postgresql/schema.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/helpers.py first seen with mtime 1702056910.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/_markupbase.py first seen with mtime 1702056482.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lzma.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/templatetags/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/migrations/migration.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/os.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/utils.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/PIL/_imaging.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702495105.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/files/storage.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/staticfiles/apps.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/functions/window.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/urllib/parse.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/grp.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056461.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary_storage/apps.py first seen with mtime 1702056957.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/contrib/_appengine_environ.py first seen with mtime 1702056971.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/options.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/util/url.py first seen with mtime 1702056971.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/threading.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/pytz/lazy.py first seen with mtime 1702056910.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_bz2.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056470.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/sre_compile.py first seen with mtime 1702056482.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/ssl.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/dispatch/dispatcher.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/shutil.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/validators.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/views/decorators/cache.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary_storage/__init__.py first seen with mtime 1702056957.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/module_loading.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/itercompat.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/util/wait.py first seen with mtime 1702056971.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/base.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/concurrent/futures/_base.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/pkgutil.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/postgresql/features.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/timezone.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/template/response.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/urllib3/packages/__init__.py first seen with mtime 1702056971.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/backends/postgresql/creation.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/fields/files.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/base64.py first seen with mtime 1702056482.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/lib-dynload/_pickle.cpython-39-x86_64-linux-gnu.so first seen with mtime 1702056472.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/termcolors.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/translation/reloader.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/json/scanner.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/numbers.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/utils/translation/__init__.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/certifi/core.py first seen with mtime 1702056524.0
File /workspace/bee-inkspired/templates/artist.html first seen with mtime 1702911393.0
File /workspace/bee-inkspired/templates/base.html first seen with mtime 1702911538.0
File /workspace/bee-inkspired/templates/book.html first seen with mtime 1702911711.0
File /workspace/bee-inkspired/templates/cancel-booking.html first seen with mtime 1702911724.0
File /workspace/bee-inkspired/templates/dashboard-artist.html first seen with mtime 1702911642.0
File /workspace/bee-inkspired/templates/dashboard-user.html first seen with mtime 1702904320.0
File /workspace/bee-inkspired/templates/delete-enquiry.html first seen with mtime 1702911731.0
File /workspace/bee-inkspired/templates/edit-user.html first seen with mtime 1702911763.0
File /workspace/bee-inkspired/templates/enquire.html first seen with mtime 1702911771.0
File /workspace/bee-inkspired/templates/enquiry-success.html first seen with mtime 1702911795.0
File /workspace/bee-inkspired/templates/gallery.html first seen with mtime 1702633101.0
File /workspace/bee-inkspired/templates/index.html first seen with mtime 1702911825.0
File /workspace/bee-inkspired/templates/login.html first seen with mtime 1702911992.0
File /workspace/bee-inkspired/templates/register.html first seen with mtime 1702912001.0
File /workspace/bee-inkspired/templates/review-form.html first seen with mtime 1702912042.0
File /workspace/bee-inkspired/templates/studio.html first seen with mtime 1702776935.0
File /workspace/bee-inkspired/templates/update-booking.html first seen with mtime 1702912076.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/templates/cloudinary_direct_upload.html first seen with mtime 1702056957.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/templates/cloudinary_includes.html first seen with mtime 1702056957.0
File /workspace/.pip-modules/lib/python3.9/site-packages/cloudinary/templates/cloudinary_js_config.html first seen with mtime 1702056957.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/messages/middleware.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/migrations/0001_initial.py first seen with mtime 1702494538.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/migrations/loader.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/migrations/0003_auto_20231214_0821.py first seen with mtime 1702542090.0
File /workspace/bee-inkspired/home/migrations/0005_enquiry.py first seen with mtime 1702559847.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/migrations/0006_alter_enquiry_image.py first seen with mtime 1702561391.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/middleware/clickjacking.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/migrations/graph.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/views/defaults.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/migrations/recorder.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/migrations/0002_auto_20231213_1918.py first seen with mtime 1702495131.0
File /workspace/bee-inkspired/home/migrations/0008_review.py first seen with mtime 1702775467.0
File /workspace/bee-inkspired/home/migrations/0009_booking_review.py first seen with mtime 1702831389.0
File /workspace/bee-inkspired/home/migrations/0004_alter_booking_customer.py first seen with mtime 1702546075.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/models/sql/compiler.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/migrations/__init__.py first seen with mtime 1702057050.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/db/migrations/executor.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/beeinkspired/wsgi.py first seen with mtime 1702057035.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1702056911.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/stringprep.py first seen with mtime 1702056482.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/conf/urls/__init__.py first seen with mtime 1702056910.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1702056911.0
File /workspace/bee-inkspired/home/migrations/0007_remove_booking_available.py first seen with mtime 1702771677.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/encodings/idna.py first seen with mtime 1702056484.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1702056911.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/middleware/common.py first seen with mtime 1702056911.0
The joined path (/assets/css/style.css) is located outside of the base path component (/workspace/bee-inkspired/static)
Bad Request: /
"GET / HTTP/1.1" 400 143
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/requests/status_codes.py first seen with mtime 1702056524.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/jinja2/__init__.py first seen with mtime 1702056526.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/http/cookiejar.py first seen with mtime 1702056484.0
File /home/gitpod/.pyenv/versions/3.9.17/lib/python3.9/site-packages/idna/package_data.py first seen with mtime 1702056522.0
File /workspace/.pip-modules/lib/python3.9/site-packages/django/test/utils.py first seen with mtime 1702056911.0
